"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Ownership Type","Certification Date"
"131565","ONESOURCE HOSPICE","1680 ELK CREEK DRIVE","","IDAHO FALLS","ID","83404","Bonneville","(208) 524-0685","10","For-Profit","10/28/2010"
"131566","SOLACE HEALTHCARE","197 STOCKHAM BLVD, SUITE 2","","RIGBY","ID","83442","Jefferson","(208) 757-8444","10","For-Profit","04/20/2011"
"131568","HERITAGE HOSPICE","1009 W QUINN ROAD, SUITE B","","POCATELLO","ID","83202","Bannock","(208) 238-0088","10","For-Profit","08/12/2013"
"131570","AUBURN CREST HOSPICE TREASURE VALLEY, LLC","3749 N CLOVERDALE RD","","BOISE","ID","83713","Ada","(208) 376-7298","10","For-Profit","03/18/2014"
"131571","ACHS HOSPICE & PALLIATIVE CARE","815 S BRIDGEWAY PLACE STE 122","","EAGLE","ID","83616","Ada","(208) 473-2077","10","For-Profit","07/30/2014"
"131572","COMPLETE HOSPICE CARE OF BOISE, LLC","250 W BOBWHITE CT SUITE 130","","BOISE","ID","83706","Ada","(208) 391-2724","10","For-Profit","12/24/2014"
"131573","SALMON VALLEY HOSPICE","404 COURTHOUSE DR","","SALMON","ID","83467","Lemhi","(208) 993-8050","10","For-Profit","04/16/2015"
"131574","KEYSTONE HOSPICE","21 N FISHER PARK WAY","","EAGLE","ID","83616","Ada","(208) 996-8181","10","For-Profit","07/15/2016"
"131575","DOCTORS HOSPICE OF IDAHO","1552 N CRESTMONT DR STE B","","MERIDIAN","ID","83642","Ada","(208) 985-2260","10","For-Profit","12/02/2016"
"131576","KINDRED HOSPICE","1230 NORTHWOOD CENTER COURT, SUITE B","","COEUR D'ALENE","ID","83814","Kootenai","(208) 765-3452","10","For-Profit","12/30/2016"
"131577","CANYON HOME CARE & HOSPICE","929 NW 16TH STREET","","FRUITLAND","ID","83619","Payette","(208) 642-1838","10","For-Profit","06/20/2017"
"131578","BRIO IDAHO HOSPICE LLC","556 W SUNNYSIDE RD","","IDAHO FALLS","ID","83402","Bonneville","(801) 361-4381","10","For-Profit","08/27/2017"
"131579","HOMESTEAD HOME HEALTH & HOSPICE LLC","407 WEST 1ST NORTH","","REXBURG","ID","83441","Madison","(208) 497-7384","10","For-Profit","09/07/2017"
"131580","LIGHTHOUSE HOSPICE LLC","2667 E GALA CT, SUITE 110","","MERIDIAN","ID","83642","Ada","(208) 576-6383","10","For-Profit","11/30/2017"
"131581","ASPEN HOME CARE AND HOSPICE","2867 E COPPER POINT DRIVE","","MERIDIAN","ID","83642","Ada","(208) 401-9153","10","For-Profit","06/05/2019"
"131582","ADVANCED HOME CARE AND HOSPICE OF COEUR D'ALENE","1578 W RIVERSTONE DRIVE","","COEUR D'ALENE","ID","83814","Kootenai","(208) 769-0500","10","For-Profit","02/13/2019"
"141501","BLESSING HOSPICE AND PALLIATIVE CARE","936 BROADWAY , PO BOX 7005","","QUINCY","IL","62305","Adams","(217) 228-5521","5","Non-Profit","06/04/1984"
"141503","ST JOHN'S HOSPITAL HOSPICE PRO","2667 FARRAGUT DRIVE","","SPRINGFIELD","IL","62704","Sangamon","(217) 525-5641","5","Non-Profit","05/24/1984"
"141504","HOSPICE OF SOUTHERN ILLINOIS, INC","305 S ILLINOIS ST","","BELLEVILLE","IL","62220","St. Clair","(618) 235-1703","5","Non-Profit","08/01/1984"
"141506","HEARTLAND HOSPICE SERVICES","1010 EXECUTIVE DR STE 200","","WESTMONT","IL","60559","DuPage","(630) 323-0119","5","For-Profit","08/29/1984"
"141507","ADVENTIST ST THOMAS HOSPICE","119 E OGDEN AVE, STE 111","","HINSDALE","IL","60521","DuPage","(630) 856-6990","5","Non-Profit","03/14/1985"
"141511","HOSPICE OF LITTLE CO OF MARY H","9800 SOUTHWEST HIGHWAY","","OAK LAWN","IL","60453","Cook","(708) 229-4663","5","Non-Profit","12/30/1986"
"141512","HORIZON HOSPICE & PALLIATIVE CARE","833 WEST CHICAGO AVENUE","","CHICAGO","IL","60622","Cook","(312) 733-2233","5","For-Profit","10/14/1987"
"141513","RAINBOW HOSPICE AND PALLIATIVE CARE","1550 BISHOP COURT","","MOUNT PROSPECT","IL","60056","Cook","(847) 685-9900","5","Non-Profit","01/21/1988"
"141514","VITAS HEALTHCARE CORPORATION OF ILLINOIS","580 WATERS EDGE LANE , SUITE 100","","LOMBARD","IL","60148","DuPage","(630) 495-8484","5","For-Profit","02/01/1988"
"141516","ADVOCATE HOSPICE","2000 SPRINGER DRIVE","","LOMBARD","IL","60148","DuPage","(630) 963-6800","5","Combination Government & Non-Profit","04/26/1988"
"141517","DMH HOME HEALTH SERVICES - HOSPICE","2870 N MAIN ST","","DECATUR","IL","62526","Macon","(217) 876-6770","5","Government","06/30/1988"
"141518","NORTHWESTERN MEDICINE HOME HEALTH AND HOSPICE","690 E NORTH AVENUE","","CAROL STREAM","IL","60188","DuPage","(708) 690-9000","5","Non-Profit","09/20/1988"
"141520","NORTHERN ILLINOIS HOSPICE","4215 NEWBURG ROAD","","ROCKFORD","IL","61108","Winnebago","(815) 398-0500","5","Non-Profit","11/16/1988"
"141521","ROCKFORD V N A HOSPICE","4223 E STATE ST","","ROCKFORD","IL","61108","Winnebago","(815) 971-3550","5","Non-Profit","12/29/1988"
"141522","NORTHSHORE UNIVERSITY HEALTHSYSTEM HOME & HOSPICE","4901 SEARLE PARKWAY, SUITE 160","","SKOKIE","IL","60077","Cook","(847) 475-3002","5","Non-Profit","01/06/1989"
"141524","MDH HOSPICE,THE","525 E GRANT ST","","MACOMB","IL","61455","McDonough","(309) 836-1543","5","Government","01/12/1989"
"141525","JOURNEYCARE INC","405 LAKE ZURICH ROAD","","BARRINGTON","IL","60010","Lake","(847) 381-5599","5","Non-Profit","03/01/1989"
"141526","CARLE HOSPICE","1813 W KIRBY AVE","","CHAMPAIGN","IL","61821","Champaign","(800) 239-3620","5","Other","05/09/1989"
"141527","MIDWEST PALLIATIVE & HOSPICE CARECENTER","2050 CLAIRE COURT","","GLENVIEW","IL","60025","Cook","(847) 467-7423","5","Non-Profit","04/10/1989"
"141529","HOSPICE OF THE CALUMET AREA INC","3256 RIDGE ROAD, SUITE 207","","LANSING","IL","60438","Cook","(708) 895-8332","5","Non-Profit","08/31/1989"
"141530","SSM HEALTH AT HOME HOSPICE-ILLINOIS","#2 GOOD SAMARITAN WAY, SUITE 325","","MOUNT VERNON","IL","62864","Jefferson","(618) 242-1621","5","Non-Profit","11/09/1989"
"141531","VITAS CORPORATION","105 MARQUETTE STREET, SUITE A","","LA SALLE","IL","61301","LaSalle","(815) 220-0021","5","For-Profit","01/09/1990"
"141533","ILLINOIS VALLEY HOSPICE","1305 6TH STREET","","PERU","IL","61354","LaSalle","(815) 224-1307","5","Non-Profit","03/16/1990"
"141535","INGALLS HOME HOSPICE","ONE INGALLS DRIVE, WYMAN GORDON PAV","","HARVEY","IL","60426","Cook","(708) 331-0226","5","Non-Profit","06/15/1990"
"141537","UNITYPOINT HOSPICE -  PEORIA","120 NE GLEN OAK","","PEORIA","IL","61636","Peoria","(309) 672-5746","5","Non-Profit","06/26/1990"
"141539","JOLIET AREA COMMUNITY HOSPICE","250 WATER STONE CIRCLE","","JOLIET","IL","60431","Will","(815) 740-4104","5","Non-Profit","10/03/1990"
"141540","HOSPICE CARE OF ILLINOIS","701 NORTH FIRST STREET","","SPRINGFIELD","IL","62781","Sangamon","(217) 788-4663","5","For-Profit","10/19/1990"
"141541","VITAS HEALTHCARE CORPORATION OF ILLINOIS","8525 W 183RD STREET, STE M","","TINLEY PARK","IL","60487","Cook","(708) 781-4400","5","For-Profit","02/18/1991"
"141542","HOSPICE OF SOUTHEASTERN ILLINOIS INC","800 EAST LOCUST STREET","","OLNEY","IL","62450","Richland","(618) 392-2745","5","Non-Profit","04/23/1991"
"141543","STAR HOSPICE","1790 NATIONS DRIVE SUITE 205","","GURNEE","IL","60031","Lake","(847) 672-9225","5","For-Profit","04/24/1991"
"141544","FAMILY HOSPICE OF BELLEVILLE A","5110 WEST MAIN STREET","","BELLEVILLE","IL","62226","St. Clair","(618) 277-1800","5","Non-Profit","08/01/1991"
"141546","OSF HOSPICE","2265 WEST ALTORFER DRIVE","","PEORIA","IL","61615","Peoria","(309) 683-7703","5","Non-Profit","01/30/1992"
"141548","MERCY HEALTH - HOSPICE, METROPOLIS","704 E 5TH ST, STE 5","","METROPOLIS","IL","62960","Massac","(270) 415-3636","5","Non-Profit","05/04/1992"
"141551","UNITY HOSPICE OF CHICAGOLAND, LLC","600 W CERMAK RD SUITE 3D","","CHICAGO","IL","60616","Cook","(312) 949-1188","5","For-Profit","02/03/1993"
"141552","ROCK RIVER HOSPICE AND HOME","2706 AVENUE E","","STERLING","IL","61081","Whiteside","(815) 288-3673","5","Non-Profit","03/25/1993"
"141553","VNA HEALTH CARE AN ILLINOIS NOT FOR PROFIT CORP","400 NORTH HIGHLAND AVENUE","","AURORA","IL","60506","Kane","(630) 978-2532","5","For-Profit","04/01/1993"
"141556","HOSPICE OF KANKAKEE VALLEY INC","482 MAIN STREET NW","","BOURBONNAIS","IL","60914","Kankakee","(815) 936-3370","5","For-Profit","05/26/1993"
"141560","FHN HOSPICE","773 WEST LINCOLN BLVD STE 403","","FREEPORT","IL","61032","Stephenson","(815) 599-7240","5","Non-Profit","08/12/1993"
"141566","LOYOLA MEDICINE HOSPICE","2301 W 22ND STREET, STE 107","","OAK BROOK","IL","60523","DuPage","(630) 861-5165","5","Non-Profit","04/14/1994"
"141567","ADVOCATE HOSPICE","303 N HERSHEY ROAD, SUITE C","","BLOOMINGTON","IL","61704","McLean","(309) 888-0930","5","Other","05/06/1994"
"141569","HARBOR LIGHT HOSPICE","1 NORTH 131 COUNTY FARM RD","","WINFIELD","IL","60190","DuPage","(630) 682-3871","5","Government","06/22/1994"
"141571","CASS-SCHUYLER AREA HOSPICE","331 S MAIN ST","","VIRGINIA","IL","62691","Cass","(217) 452-3057","5","Government","08/04/1994"
"141573","OSF SAINT ANTHONY'S HOSPICE","915 E FIFTH ST","","ALTON","IL","62002","Madison","(618) 463-5683","5","Non-Profit","09/15/1994"
"141574","VITAS CORPORATION","1340 SOUTH DAMEN AVENUE, STE 200","","CHICAGO","IL","60608","Cook","(312) 997-7200","5","For-Profit","10/14/1994"
"141575","QUAD COUNTY HOSPICE","8 HUBER STREET","","PANA","IL","62557","Christian","(217) 562-2131","5","Non-Profit","10/21/1994"
"141576","RESIDENTIAL HOSPICE OF SOUTHERN ILLINOIS","104 AIRWAY DRIVE, SUITE 1","","MARION","IL","62959","Williamson","(800) 358-8227","5","For-Profit","11/30/1994"
"141579","SERENITY HOSPICE AND HOME","1658 S ILLINOIS ROUTE 2","","OREGON","IL","61061","Ogle","(815) 732-2499","5","Non-Profit","03/03/1995"
"141581","HOSPICE COMPASSUS - NORTHWEST ILLINOIS","755 NORTH  HENDERSON STREET","","GALESBURG","IL","61401","Knox","(309) 342-3007","5","For-Profit","05/17/1995"
"141582","SEASONS HOSPICE & PALLIATIVE CARE","606 POTTER ROAD, 6TH FLOOR","","DES PLAINES","IL","60016","Cook","(847) 759-9449","5","For-Profit","05/09/1995"
"141583","UNITYPOINT HOSPICE","106 19TH AVENUE, SUITE 101","","MOLINE","IL","61265","Rock Island","(309) 788-0688","5","Non-Profit","07/20/1995"
"141586","HEARTLAND HOME HEALTH CARE AND HOSPICE","2100 SANDERS ROAD STE 100","","NORTHBROOK","IL","60062","Cook","(847) 272-7338","5","For-Profit","11/01/1995"
"141591","PALOS COMMUNITY HOSPITAL HOSPI","15295 E 127TH STREET","","LEMONT","IL","60439","DuPage","(630) 257-1111","5","Non-Profit","06/06/1997"
"141594","BOND COUNTY HEALTH DEPARTMENT","1520 SOUTH FOURTH STREET","","GREENVILLE","IL","62246","Bond","(618) 664-5020","5","Government","04/03/1998"
"141595","ST MARGARETS HOSPICE","600 E 1ST STREET","","SPRING VALLEY","IL","61362","Bureau","(815) 664-1132","5","Non-Profit","07/07/1998"
"141596","ELARA CARING I","1400 EAST TOUHY AVENUE SUITE 160","","DES PLAINES","IL","60018","Cook","(855) 727-9111","5","For-Profit","08/17/1998"
"141597","UNITY HOSPICE OF GREATER ST LOUIS","1604 EASTPORT PLAZA DR STE 102","","COLLINSVILLE","IL","62234","Madison","(618) 346-1111","5","For-Profit","01/01/1998"
"141599","LINCOLNLAND HOSPICE OF SARAH B","1004 HEALTH CENTER DRIVE SUITE 202","","MATTOON","IL","61938","Coles","(217) 234-4075","5","Non-Profit","08/10/1999"
"141601","OSF HOSPICE - EASTERN REGION","211 LANDMARK DR, SUITE D3","","NORMAL","IL","61761","McLean","(309) 662-3709","5","Non-Profit","12/06/2000"
"141602","DEKALB COUNTY HOSPICE INC","2727 SYCAMORE ROAD, SUITE 1B","","DEKALB","IL","60115","DeKalb","(815) 756-3000","5","Non-Profit","11/30/2000"
"141605","OSF HOSPICE","5501 E STATE STREET","","ROCKFORD","IL","61108","Winnebago","(815) 381-6330","5","Non-Profit","09/04/2002"
"141607","FAYETTE COUNTY HEALTH DEPARTMENT HOSPICE","416 W EDWARDS STREET","","VANDALIA","IL","62471","Fayette","(618) 283-7262","5","Government","09/09/2002"
"141608","KINDRED HOSPICE","85 WEST ALGONQUIN ROAD, SUITE 100","","ARLINGTON HEIGHTS","IL","60005","Cook","(847) 439-0348","5","For-Profit","09/05/2002"
"141609","PROVIDENCE HOSPICE","18601 N CREEK DRIVE SUITE A","","TINLEY PARK","IL","60477","Cook","(708) 331-0400","5","Non-Profit","02/10/2003"
"141610","KINDRED HOSPICE","800 ENTERPRISE DRIVE, SUITE 111","","OAK BROOK","IL","60523","DuPage","(708) 409-3040","5","For-Profit","03/12/2003"
"141611","CLAY COUNTY HEALTH DEPARTMENT","601 EAST 12TH STREET","","FLORA","IL","62839","Clay","(618) 662-4406","5","Government","07/16/2003"
"141612","HOSPICE-CARE OF SANGAMON COUNTY","319 EAST MADISON, SUITE 2M","","SPRINGFIELD","IL","62701","Sangamon","(217) 241-2454","5","Non-Profit","08/14/2003"
"141614","UNITY HOSPICE OF WESTERN ILLINOIS","915 N CARON ROAD","","ROCHELLE","IL","61068","Ogle","(847) 982-1800","5","For-Profit","02/10/2004"
"141616","IROQUOIS MEMORIAL HOSPICE","200 NORTH LAIRD LANE","","WATSEKA","IL","60970","Iroquois","(815) 432-0185","5","Other","11/04/2004"
"141617","HEARTLAND HOSPICE SERVICES, INC","6000 E STATE STREET, 1ST FLOOR","","ROCKFORD","IL","61108","Winnebago","(815) 282-2279","5","For-Profit","09/20/2004"
"141618","HERITAGE HEALTHCARE","7444 W WILSON AVE, SUITE 102","","HARWOOD HEIGHTS","IL","60706","Cook","(847) 885-1818","5","For-Profit","01/26/2005"
"141619","HEARTLAND HOSPICE","20960 S FRANKFORT SQUARE ROAD, UNIT C","","FRANKFORT","IL","60423","Will","(815) 469-7100","5","For-Profit","11/30/2004"
"141621","HOSPICE CARE OF AMERICA","3815 NORTH MULFORD, STE 4","","ROCKFORD","IL","61114","Winnebago","(815) 316-2700","5","For-Profit","04/01/2005"
"141622","FAMILY CENTERED HOSPICE","2171 EXECUTIVE DRIVE","","ADDISON","IL","60101","DuPage","(630) 317-3300","5","For-Profit","05/04/2005"
"141623","COMPASSUS-CHICAGO","4371 VENTURE DRIVE, SUITE 4373","","PERU","IL","61354","LaSalle","(815) 220-1390","5","For-Profit","10/20/2005"
"141624","LEXINGTON HOSPICE SERVICES, LLC","665 W NORTH AVE, SUITE 105","","LOMBARD","IL","60148","DuPage","(630) 748-3652","5","Other","10/26/2005"
"141626","TRANSITIONS HOSPICE","12040 RAYMOND COURT","","HUNTLEY","IL","60142","McHenry","(815) 515-1505","5","For-Profit","04/13/2006"
"141627","HOPE PALLIATIVE AND HOSPICE CARE","1274 W NORTHWEST HWY","","PALATINE","IL","60067","Cook","(847) 803-0400","5","For-Profit","03/01/2007"
"141628","PEACE HOSPICE AND PALLIATIVE CARE, INC","1717 N NAPER BLVD SUITE 301","","NAPERVILLE","IL","60563","DuPage","(773) 233-1010","5","For-Profit","09/07/2007"
"141629","LOVING HANDS HOSPICE","6535 NORTH OLMSTEAD AVENUE, SUITE 150","","CHICAGO","IL","60631","Cook","(773) 775-1536","5","For-Profit","06/16/2008"
"141630","GUARDIAN HEALTHCARE & HOSPICE, LLC","1775 WINNETKA ROAD, STE 101","","NORTHFIELD","IL","60093","Cook","(847) 446-0000","5","For-Profit","05/08/2009"
"141631","HENDERSON COUNTY HEALTH DEPARTMENT HOSPICE","208 WEST ELM STREET","","GLADSTONE","IL","61437","Henderson","(309) 627-2812","5","Government","06/11/2009"
"141632","ALEXIAN BROTHERS HOSPICE","1515 EAST LAKE STREET, SUITE 206","","HANOVER PARK","IL","60133","Adams","(630) 233-5100","5","Non-Profit","10/13/2009"
"141634","VITAS HEALTHCARE CORPORATION MIDWEST","8 EXECUTIVE DRIVE, SUITE 150","","FAIRVIEW HEIGHTS","IL","62208","St. Clair","(618) 622-9073","5","For-Profit","02/02/2011"
"141636","HEARTLAND HOME HEALTHCARE AND HOSPICE","333 SALEM PLACE, SUITE 165","","FAIRVIEW HEIGHTS","IL","62208","St. Clair","(618) 632-0304","5","For-Profit","05/02/2011"
"141637","BJC HOSPICE","ONE PROFESSIONAL DRIVE SUITE 180","","ALTON","IL","62002","Madison","(618) 463-7100","5","Non-Profit","05/27/2011"
"141638","GAFFEY HOME NURSING & HOSPICE, INC","3408 EAST 23RD STREET","","STERLING","IL","61081","Whiteside","(815) 626-3467","5","For-Profit","09/15/2011"
"141639","COVENANTCARE HOSPICE","3755 EAST MAIN STREET, SUITE 165","","SAINT CHARLES","IL","60174","Kane","(630) 845-0680","5","Non-Profit","10/12/2011"
"141640","GOOD SAMARITAN HOSPICE","11190 COUNTRY CLUB RD","","LAWRENCEVILLE","IL","62439","Lawrence","(800) 604-9203","5","Combination Government & Non-Profit","12/21/2011"
"141641","COMFORT PLUS HOSPICE INC","612 W JACKSON STREET","","MORTON","IL","61550","Tazewell","(309) 620-9821","5","For-Profit","11/03/2011"
"141643","SAFE HAVEN HOSPICE LLC","200 N POSTVILLE DR","","LINCOLN","IL","62656","Logan","(217) 732-5180","5","Other","04/30/2012"
"141644","ANGELS GRACE HOSPICE","440 QUADRANGLE DRIVE SUITE G","","BOLINGBROOK","IL","60440","Will","(630) 633-6370","5","For-Profit","07/27/2012"
"141645","APEX HOSPICE AND PALLIATIVE CARE, INC","550 OAKMONT LANE","","WESTMONT","IL","60559","DuPage","(630) 601-1280","5","For-Profit","06/07/2012"
"141647","COMFORT HOSPICE AND PALLIATIVE CARE LLC","1S660 MIDWEST ROAD SUITE 308","","OAKBROOK TER","IL","60181","DuPage","(847) 983-8257","5","For-Profit","09/06/2012"
"141648","HOSPICE OF GREATER CHICAGO LLC","1727 S INDIANA AVE SUITE G2","","CHICAGO","IL","60616","Cook","(903) 824-3067","5","For-Profit","11/08/2012"
"141649","COMPASSIONATE CARE HOSPICE","200 N HAMMES AVENUE, SUITE 3","","JOLIET","IL","60435","Will","(847) 470-9480","5","For-Profit","09/12/2012"
"141650","ACCORD HOSPICE","400 LAKE COOK RD, SUITE 208","","DEERFIELD","IL","60015","Lake","(847) 780-4594","5","For-Profit","04/11/2013"
"141651","KINDRED HOSPICE ILLINOIS","1325 REMINGTON RD SUITE L","","SCHAUMBURG","IL","60173","Cook","(224) 353-6270","5","For-Profit","05/30/2013"
"141652","SOLACE HOSPICE & PALLIATIVE CARE INC","650 EAST DEVON AVENUE SUITE 188","","ITASCA","IL","60143","DuPage","(847) 250-5036","5","For-Profit","07/29/2013"
"141653","INTEGRATED PALLIATIVE AND HOSPICE LLC","900 TECHNOLOGY WAY, SUITE 280","","LIBERTYVILLE","IL","60048","Lake","(847) 549-0588","5","For-Profit","08/21/2013"
"141654","V CARE HOSPICE SERVICES OF ILLINOIS","3100 DUNDEE ROAD, SUITE 303","","NORTHBROOK","IL","60062","Cook","(847) 272-5883","5","For-Profit","08/07/2013"
"141655","RESIDENTIAL HOSPICE LLC","1431 OPUS PLACE SUITE 310","","DOWNERS GROVE","IL","60515","DuPage","(886) 902-5854","5","Other","07/05/2013"
"141657","WILLOW HOSPICE AND PALLIATIVE CARE LLC","18400  MAPLE CREEK DR, STE 500","","TINLEY PARK","IL","60477","Cook","(815) 483-5753","5","For-Profit","05/28/2014"
"141658","HSHS HOSPICE SOUTHERN ILLINOIS","701 WEST TEMPLE AVE SUITE B","","EFFINGHAM","IL","62401","Effingham","(217) 347-1777","5","Non-Profit","10/14/2014"
"141659","BREEZE HOSPICE LLC","1909 DUBLIN BLVD SUITE A","","BELLEVILLE","IL","62221","St. Clair","(618) 416-6410","5","For-Profit","12/12/2014"
"141660","SILVERADO HOSPICE OF GREATER CHICAGO","1350 EAST TOUHY AVE, 130 WEST","","DES PLAINES","IL","60018","Cook","(847) 278-7090","5","For-Profit","03/20/2015"
"141661","CAPITAL HOSPICE & PALLIATIVE CARE LLC","900 JORIE BLVD, SUITE 20","","OAK BROOK","IL","60523","DuPage","(630) 581-5492","5","For-Profit","02/23/2015"
"141662","OASIS HOSPICE & PALLIATIVE CARE INC","11700 S WESTERN AVENUE SUITE 13-14","","CHICAGO","IL","60643","Cook","(773) 941-4838","5","For-Profit","06/11/2015"
"141663","BEACON OF HOPE HOSPICE OF ILLINOIS","102 E MAIN ST A","","GALESBURG","IL","61401","Knox","(309) 344-4673","5","For-Profit","07/09/2015"
"141665","BROOKDALE HOSPICE","3701 ALGONQUIN RD, STE 100","","ROLLING MDWS","IL","60008","Cook","(847) 635-6199","5","For-Profit","10/26/2015"
"141666","KINDRED HOSPICE","2815 OLD JACKSONVILLE ROAD, SUITE 202","","SPRINGFIELD","IL","62704","Sangamon","(217) 525-6200","5","For-Profit","04/19/2016"
"141667","CHICAGO HOPE & PALLIATIVE HEALTHCARE INC","9944 S ROBERTS ROAD SUITE 101","","PALOS HILLS","IL","60465","Cook","(708) 598-2509","5","For-Profit","03/03/2016"
"141668","ALC PALLIATIVE AND HOSPICE CARE INC","477 E BUTTERFIELD RD SUITE 400","","LOMBARD","IL","60148","DuPage","(630) 480-6887","5","For-Profit","09/29/2016"
"141689","HOSPICECARE, INC","7290 ARGUS DRIVE","","ROCKFORD","IL","61107","Winnebago","(815) 394-1530","5","Non-Profit","12/20/2016"
"141690","DELTA HOSPICE & PALLIATIVE CARE LLC","234 GARDEN STREET","","YORKVILLE","IL","60560","Kendall","(630) 553-8500","5","For-Profit","03/29/2017"
"141691","MERIDIAN PALLIATIVE & HOSPICE CARE SERVICES LLC","4 N DEER POINT DRIVE SUITE 1006","","HAINESVILLE","IL","60030","Lake","(847) 543-7550","5","For-Profit","04/05/2017"
"141692","ELARA CARING VII","924 CLOCKTOWER DRIVE SUITE B","","SPRINGFIELD","IL","62704","Sangamon","(217) 718-4889","5","For-Profit","05/09/2017"
"141693","VIP HOME HEALTH AND HOSPCIE INC","167 W BOUGHTON RD","","BOLINGBROOK","IL","60440","Will","(630) 410-8338","5","For-Profit","03/30/2017"
"141694","SERENITY ONE HOSPICE AND PALLIATIVE CARE LLC","2200 S MAIN ST, SUITE 212","","LOMBARD","IL","60148","DuPage","(630) 953-2019","5","For-Profit","08/28/2017"
"141695","ELYSIAN HOSPICE","111 WEST WASHINGTON ST STE 310","","EAST PEORIA","IL","61611","Tazewell","(309) 699-4715","5","Non-Profit","03/23/2018"
"141696","SUNCREST HOSPICE ILLINOIS LLC","5750 OLD ORCHARD RD, STE 450","","SKOKIE","IL","60077","Cook","(847) 983-0017","5","For-Profit","01/01/2018"
"141697","UNITED HOSPICE, INC","8340 LINCOLN AVE, SUITE 100","","SKOKIE","IL","60077","Cook","(847) 779-3989","5","For-Profit","04/16/2018"
"141698","MAPLE CREEK HOSPICE INC","706 S SAINT LOUIS ST","","SPARTA","IL","62286","Randolph","(618) 443-4671","5","For-Profit","10/22/2018"
"141699","LIFECHOICE HOSPICE AND PALLIATIVE CARE","275 12TH STREET, STE 2C","","WHEELING","IL","60090","Cook","(847) 322-4482","5","For-Profit","04/25/2019"
"141700","OSF HOSPICE - URBANA","1501 INTERSTATE DRIVE, STE C","","CHAMPAIGN","IL","61822","Champaign","(217) 355-4120","5","Non-Profit","05/31/2019"
