Year,National,State,State FIPS Code,Beneficiaries with Part A and Part B,FFS Beneficiaries,MA Beneficiaries,MA Participation Rate,Average Age,Percent Female,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Percent Eligible for Medicaid,Total Standardized Costs,Standardized Per Capita Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries,% of Beneficiaries with an ED Visit,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Other Services Standardized Costs
2018,,NV (Nevada),32,410647.00,237148.00,173499.00,42.25 %,74.00,52.80 %,47.20 %,76.73 %,5.27 %,8.64 %,9.37 %,12.16 %,2246450938.08,9472.78,26.70 %,2529.60,16770.26,15.08 %,238.00,1191.00,9641.00,17.98 %,131660.00,555.00,27.66 %,10.50 %,994.58,2039.02,115674.00,48.78 %,2363.00,1.95 %,184.27,1311.58,33318.00,14.05 %,251.00,138066784.39,6.15 %,582.20,16698.93,8268.00,3.49 %,47.00,1146.00,114180539.66,5.08 %,481.47,23388.07,4882.00,2.06 %,25.00,40775528.20,1.82 %,171.94,37001.39,1102.00,0.46 %,145851602.78,6.49 %,615.02,6297.29,23161.00,9.77 %,205.00,75884791.82,3.38 %,319.99,12058.60,6293.00,2.65 %,28.00,1853.00,240528265.90,10.71 %,1014.25,1169.06,205745.00,86.76 %,13659.00,176891683.60,7.87 %,745.91,1173.04,150798.00,63.59 %,5783.00,86699091.44,3.86 %,365.59,478.64,181138.00,76.38 %,9521.00,73868643.26,3.29 %,311.49,467.77,157916.00,66.59 %,3871.00,39807116.79,1.77 %,167.86,719.89,55296.00,23.32 %,1398.00,36353851.77,1.62 %,153.30,22907.28,1587.00,0.67 %,815.00,8149327.10,0.36 %,34.36,605.45,13460.00,5.68 %,215.00,25677892.18,1.14 %,108.28,1103.86,23262.00,9.81 %,230.00,143073885.79,6.37 %,603.31,1135.23,126031.00,53.14 %,21190429.12
2017,,NV (Nevada),32,393446.00,231888.00,161558.00,41.06 %,74.00,52.71 %,47.29 %,77.10 %,5.29 %,8.54 %,9.07 %,12.03 %,2131177733.07,9190.55,27.53 %,2530.25,16312.69,15.51 %,243.00,1229.00,9444.00,17.77 %,127104.00,548.00,27.63 %,9.79 %,899.46,1855.20,112425.00,48.48 %,2329.00,1.90 %,174.76,1252.48,32355.00,13.95 %,249.00,137640855.18,6.46 %,593.57,15989.88,8608.00,3.71 %,50.00,1206.00,108556789.22,5.09 %,468.14,23190.94,4681.00,2.02 %,24.00,44741198.49,2.10 %,192.94,37098.84,1206.00,0.52 %,138520345.28,6.50 %,597.36,5967.87,23211.00,10.01 %,206.00,68164643.02,3.20 %,293.96,11222.36,6074.00,2.62 %,28.00,1705.00,234582525.44,11.01 %,1011.62,1163.31,201651.00,86.96 %,13754.00,166881546.37,7.83 %,719.66,1139.72,146423.00,63.14 %,5638.00,77290293.55,3.63 %,333.31,436.72,176979.00,76.32 %,9667.00,69622980.85,3.27 %,300.24,451.72,154127.00,66.47 %,3880.00,39666787.52,1.86 %,171.06,713.56,55590.00,23.97 %,1488.00,32387083.13,1.52 %,139.67,21223.51,1526.00,0.66 %,803.00,6861793.01,0.32 %,29.59,597.46,11485.00,4.95 %,185.00,24815154.69,1.16 %,107.01,1074.33,23098.00,9.96 %,230.00,126693536.59,5.94 %,546.36,1051.49,120490.00,51.96 %,18920151.06
2016,,NV (Nevada),32,376615.00,226517.00,150098.00,39.85 %,74.00,52.64 %,47.36 %,77.71 %,5.31 %,8.30 %,8.67 %,11.65 %,2032399756.80,8972.39,27.19 %,2439.57,16117.51,15.14 %,235.00,1228.00,8838.00,17.88 %,118893.00,525.00,26.69 %,9.86 %,885.04,1834.38,109288.00,48.25 %,2346.00,1.79 %,160.51,1162.56,31274.00,13.81 %,239.00,131412117.79,6.47 %,580.14,15953.88,8237.00,3.64 %,50.00,1224.00,101112557.17,4.98 %,446.38,22454.49,4503.00,1.99 %,24.00,53523793.35,2.63 %,236.29,41848.16,1279.00,0.56 %,133142854.45,6.55 %,587.78,5770.25,23074.00,10.19 %,207.00,63797123.65,3.14 %,281.64,11039.47,5779.00,2.55 %,27.00,1656.00,227768238.82,11.21 %,1005.52,1155.60,197100.00,87.01 %,13715.00,161405626.08,7.94 %,712.55,1146.31,140804.00,62.16 %,5427.00,70764641.59,3.48 %,312.40,409.52,172801.00,76.29 %,9834.00,65962327.47,3.25 %,291.20,440.67,149686.00,66.08 %,3993.00,41920043.27,2.06 %,185.06,755.42,55492.00,24.50 %,1558.00,30555375.17,1.50 %,134.89,21919.21,1394.00,0.62 %,775.00,5969607.69,0.29 %,26.35,547.67,10900.00,4.81 %,179.00,23980374.19,1.18 %,105.87,1064.19,22534.00,9.95 %,231.00,114646541.44,5.64 %,506.13,981.44,116815.00,51.57 %,16998243.95
2015,,NV (Nevada),32,360499.00,220252.00,140247.00,38.90 %,74.00,52.46 %,47.54 %,78.32 %,5.25 %,8.14 %,8.28 %,10.77 %,1952464190.96,8864.68,26.90 %,2384.33,15959.21,14.94 %,230.00,1232.00,8073.00,17.13 %,113651.00,516.00,26.67 %,9.54 %,845.95,1760.66,105824.00,48.05 %,2320.00,1.65 %,146.67,1110.41,29092.00,13.21 %,223.00,126804440.37,6.49 %,575.72,15785.44,8033.00,3.65 %,49.00,1266.00,99870732.09,5.12 %,453.44,21235.54,4703.00,2.14 %,25.00,53346797.77,2.73 %,242.21,43056.33,1239.00,0.56 %,127081808.03,6.51 %,576.98,5667.48,22423.00,10.18 %,203.00,61012103.40,3.12 %,277.01,10762.41,5669.00,2.57 %,27.00,1651.00,226397907.49,11.60 %,1027.90,1181.34,191645.00,87.01 %,13649.00,159875638.64,8.19 %,725.88,1208.09,132336.00,60.08 %,5160.00,69296161.61,3.55 %,314.62,413.59,167546.00,76.07 %,9905.00,65265510.69,3.34 %,296.32,445.46,146514.00,66.52 %,4051.00,47840740.43,2.45 %,217.21,872.77,54815.00,24.89 %,1579.00,29462114.87,1.51 %,133.77,22052.48,1336.00,0.61 %,763.00,5059137.88,0.26 %,22.97,480.54,10528.00,4.78 %,183.00,23790920.68,1.22 %,108.02,1070.24,22230.00,10.09 %,232.00,96671161.77,4.95 %,438.91,855.72,112970.00,51.29 %,16909198.46
2018,,NH (New Hampshire),33,225509.00,190427.00,35082.00,15.56 %,75.00,55.45 %,44.55 %,95.05 %,0.38 %,0.80 %,3.78 %,7.76 %,1651848371.64,8674.44,27.03 %,2344.84,15076.00,15.55 %,235.00,1194.00,6709.00,16.27 %,109771.00,576.00,30.07 %,24.35 %,2112.64,2546.11,158007.00,82.98 %,8008.00,0.89 %,77.50,984.76,14987.00,7.87 %,124.00,145429183.82,8.80 %,763.70,16035.86,9069.00,4.76 %,65.00,1582.00,50862888.13,3.08 %,267.10,21848.32,2328.00,1.22 %,14.00,5192749.16,0.31 %,27.27,34850.67,149.00,0.08 %,87703077.13,5.31 %,460.56,4540.20,19317.00,10.14 %,155.00,61211096.48,3.71 %,321.44,11266.54,5433.00,2.85 %,30.00,1844.00,144833284.66,8.77 %,760.57,853.85,169624.00,89.08 %,11123.00,93329245.88,5.65 %,490.11,795.73,117287.00,61.59 %,4153.00,25226595.87,1.53 %,132.47,191.29,131872.00,69.25 %,4428.00,27975136.13,1.69 %,146.91,215.99,129522.00,68.02 %,3255.00,24562585.80,1.49 %,128.99,552.46,44460.00,23.35 %,1289.00,13091537.71,0.79 %,68.75,22226.72,589.00,0.31 %,369.00,11514860.89,0.70 %,60.47,536.92,21446.00,11.26 %,487.00,21600833.31,1.31 %,113.43,937.99,23029.00,12.09 %,325.00,46579497.76,2.82 %,244.61,508.59,91585.00,48.09 %,29152635.55
2017,,NH (New Hampshire),33,217627.00,189450.00,28177.00,12.95 %,75.00,55.50 %,44.50 %,95.32 %,0.39 %,0.78 %,3.51 %,7.98 %,1582465448.03,8352.95,27.61 %,2305.88,14568.45,15.83 %,239.00,1180.00,6701.00,16.09 %,108842.00,575.00,30.01 %,22.68 %,1894.37,2283.18,157188.00,82.97 %,7956.00,0.83 %,69.34,906.76,14487.00,7.65 %,120.00,151223967.64,9.56 %,798.23,15741.02,9607.00,5.07 %,69.00,1653.00,50654862.65,3.20 %,267.38,21132.61,2397.00,1.27 %,14.00,5604463.95,0.35 %,29.58,30793.76,182.00,0.10 %,88065878.50,5.57 %,464.85,4579.85,19229.00,10.15 %,157.00,59572658.99,3.76 %,314.45,11269.89,5286.00,2.79 %,29.00,1805.00,140962002.20,8.91 %,744.06,835.82,168651.00,89.02 %,10993.00,90506083.57,5.72 %,477.73,783.19,115560.00,61.00 %,4067.00,23603618.28,1.49 %,124.59,181.07,130353.00,68.81 %,4436.00,26592185.48,1.68 %,140.37,207.27,128298.00,67.72 %,3201.00,21399577.21,1.35 %,112.96,485.70,44059.00,23.26 %,1286.00,12126877.97,0.77 %,64.01,21929.25,553.00,0.29 %,357.00,10809540.75,0.68 %,57.06,579.88,18641.00,9.84 %,434.00,21396285.78,1.35 %,112.94,922.44,23195.00,12.24 %,328.00,43195394.02,2.73 %,228.00,501.67,86103.00,45.45 %,27877809.29
2016,,NH (New Hampshire),33,209736.00,188543.00,21193.00,10.10 %,75.00,55.59 %,44.41 %,95.64 %,0.39 %,0.75 %,3.22 %,8.06 %,1534793270.74,8140.28,27.24 %,2217.62,14071.35,15.76 %,236.00,1161.00,6452.00,15.81 %,106737.00,566.00,29.65 %,22.38 %,1822.17,2205.28,155789.00,82.63 %,7996.00,0.85 %,68.94,880.16,14767.00,7.83 %,122.00,152370864.98,9.93 %,808.15,15860.40,9607.00,5.10 %,69.00,1690.00,51406764.21,3.35 %,272.65,20795.62,2472.00,1.31 %,15.00,5435492.63,0.35 %,28.83,33143.25,164.00,0.09 %,85652473.92,5.58 %,454.29,4435.88,19309.00,10.24 %,158.00,54087243.75,3.52 %,286.87,10549.49,5127.00,2.72 %,28.00,1674.00,137713417.38,8.97 %,730.41,820.02,167939.00,89.07 %,10901.00,88766023.42,5.78 %,470.80,773.82,114710.00,60.84 %,3927.00,22843408.80,1.49 %,121.16,177.84,128449.00,68.13 %,4415.00,25971368.04,1.69 %,137.75,205.37,126462.00,67.07 %,3343.00,24649175.61,1.61 %,130.74,550.24,44797.00,23.76 %,1350.00,11720469.12,0.76 %,62.16,20817.88,563.00,0.30 %,352.00,10366481.05,0.68 %,54.98,574.89,18032.00,9.56 %,424.00,20823494.82,1.36 %,110.44,898.73,23170.00,12.29 %,329.00,40624630.35,2.65 %,215.47,483.26,84063.00,44.59 %,27690385.22
2015,,NH (New Hampshire),33,202608.00,184935.00,17673.00,8.72 %,75.00,55.78 %,44.22 %,96.06 %,0.39 %,0.71 %,2.84 %,8.44 %,1484528877.17,8027.30,26.90 %,2159.55,13651.08,15.82 %,238.00,1216.00,6403.00,15.94 %,104934.00,567.00,29.95 %,21.09 %,1693.04,2068.75,151348.00,81.84 %,7801.00,0.81 %,64.86,866.91,13836.00,7.48 %,114.00,161332953.08,10.87 %,872.38,16029.11,10065.00,5.44 %,74.00,1864.00,47824454.01,3.22 %,258.60,20170.58,2371.00,1.28 %,14.00,7685933.14,0.52 %,41.56,38622.78,199.00,0.11 %,82782530.21,5.58 %,447.63,4304.64,19231.00,10.40 %,161.00,49172352.32,3.31 %,265.89,9980.18,4927.00,2.66 %,28.00,1589.00,139395897.66,9.39 %,753.76,844.68,165029.00,89.24 %,10936.00,83800072.08,5.64 %,453.13,763.87,109704.00,59.32 %,3675.00,21636385.98,1.46 %,116.99,172.98,125076.00,67.63 %,4481.00,25207139.31,1.70 %,136.30,201.80,124912.00,67.54 %,3411.00,29304003.97,1.97 %,158.46,657.34,44580.00,24.11 %,1398.00,11635483.83,0.78 %,62.92,21310.41,546.00,0.30 %,350.00,9403604.68,0.63 %,50.85,538.80,17453.00,9.44 %,428.00,22032256.94,1.48 %,119.14,955.24,23065.00,12.47 %,343.00,40348509.78,2.72 %,218.18,472.94,85315.00,46.13 %,28495008.54
2018,,NJ (New Jersey),34,1267207.00,923096.00,344111.00,27.16 %,76.00,58.03 %,41.97 %,78.97 %,7.61 %,6.27 %,7.15 %,9.81 %,9780083156.73,10594.87,25.94 %,2748.52,16280.23,16.88 %,268.00,1516.00,40914.00,17.80 %,511756.00,554.00,28.98 %,13.80 %,1461.90,2572.21,524633.00,56.83 %,3293.00,1.34 %,142.31,991.37,132509.00,14.35 %,233.00,964640554.41,9.86 %,1045.01,16305.62,59160.00,6.41 %,92.00,2168.00,242893901.18,2.48 %,263.13,23168.06,10484.00,1.14 %,13.00,89210913.59,0.91 %,96.64,57186.48,1560.00,0.17 %,342322991.74,3.50 %,370.84,4137.53,82736.00,8.96 %,132.00,293791193.41,3.00 %,318.27,10825.82,27138.00,2.94 %,31.00,1880.00,1270956930.67,13.00 %,1376.84,1475.31,861483.00,93.33 %,18216.00,769514554.13,7.87 %,833.62,1126.04,683378.00,74.03 %,8162.00,366877615.26,3.75 %,397.44,457.40,802086.00,86.89 %,12416.00,284299071.23,2.91 %,307.98,418.38,679527.00,73.61 %,4385.00,140613124.75,1.44 %,152.33,583.89,240821.00,26.09 %,1405.00,178499050.02,1.83 %,193.37,23765.02,7511.00,0.81 %,1002.00,4063117.54,0.04 %,4.40,436.19,9315.00,1.01 %,35.00,102776365.31,1.05 %,111.34,1192.52,86184.00,9.34 %,349.00,563660923.78,5.76 %,610.62,950.83,592811.00,64.22 %,147983512.94
2017,,NJ (New Jersey),34,1243134.00,923572.00,319562.00,25.71 %,76.00,58.24 %,41.76 %,78.88 %,7.83 %,6.45 %,6.84 %,10.45 %,9443310726.78,10224.77,26.60 %,2719.39,15770.26,17.24 %,273.00,1532.00,41573.00,17.82 %,513935.00,556.00,29.11 %,12.53 %,1281.39,2284.09,518129.00,56.10 %,3193.00,1.35 %,137.83,952.33,133668.00,14.47 %,235.00,983764324.43,10.42 %,1065.17,16029.53,61372.00,6.65 %,95.00,2252.00,236753147.43,2.51 %,256.35,22578.02,10486.00,1.14 %,13.00,97195660.26,1.03 %,105.24,51535.34,1886.00,0.20 %,346363593.46,3.67 %,375.03,4092.97,84624.00,9.16 %,135.00,278056597.30,2.94 %,301.07,10450.90,26606.00,2.88 %,30.00,1768.00,1251007951.32,13.25 %,1354.53,1451.54,861850.00,93.32 %,18078.00,749867924.44,7.94 %,811.92,1104.71,678793.00,73.50 %,7993.00,353403708.51,3.74 %,382.65,440.41,802437.00,86.88 %,12566.00,280444358.38,2.97 %,303.65,413.16,678778.00,73.49 %,4380.00,124510609.63,1.32 %,134.81,528.77,235472.00,25.50 %,1355.00,164665805.87,1.74 %,178.29,21970.09,7495.00,0.81 %,991.00,4120128.69,0.04 %,4.46,445.23,9254.00,1.00 %,37.00,101012298.89,1.07 %,109.37,1155.60,87411.00,9.46 %,345.00,509039166.16,5.39 %,551.16,881.02,577781.00,62.56 %,140798229.56
2016,,NJ (New Jersey),34,1216736.00,978524.00,238212.00,19.58 %,76.00,58.30 %,41.70 %,78.76 %,8.34 %,6.51 %,6.39 %,10.66 %,9820261693.46,10035.79,26.84 %,2693.28,15539.81,17.33 %,275.00,1567.00,44128.00,17.79 %,538639.00,550.00,28.92 %,11.92 %,1196.08,2136.36,547843.00,55.99 %,3164.00,1.29 %,129.78,890.30,142644.00,14.58 %,235.00,1063738580.00,10.83 %,1087.08,15962.46,66640.00,6.81 %,97.00,2349.00,244881437.91,2.49 %,250.26,21667.09,11302.00,1.16 %,13.00,103646208.11,1.06 %,105.92,53343.39,1943.00,0.20 %,361185214.38,3.68 %,369.11,4025.51,89724.00,9.17 %,135.00,281328588.94,2.86 %,287.50,10400.70,27049.00,2.76 %,29.00,1719.00,1301961043.63,13.26 %,1330.54,1423.37,914703.00,93.48 %,17886.00,780568105.63,7.95 %,797.70,1090.99,715466.00,73.12 %,7787.00,370309101.09,3.77 %,378.44,435.32,850654.00,86.93 %,12739.00,289373914.97,2.95 %,295.72,402.97,718110.00,73.39 %,4511.00,145294221.70,1.48 %,148.48,564.65,257319.00,26.30 %,1435.00,165021122.90,1.68 %,168.64,21833.97,7558.00,0.77 %,947.00,4458053.11,0.05 %,4.56,453.42,9832.00,1.00 %,37.00,102606219.29,1.04 %,104.86,1095.71,93644.00,9.57 %,329.00,527313621.61,5.37 %,538.89,875.23,602488.00,61.57 %,145747058.66
2015,,NJ (New Jersey),34,1191791.00,975175.00,216616.00,18.18 %,76.00,58.47 %,41.53 %,78.99 %,8.47 %,6.57 %,5.97 %,11.06 %,9715584868.16,9962.91,26.75 %,2665.36,15046.87,17.71 %,281.00,1642.00,44663.00,17.73 %,535048.00,549.00,29.25 %,11.51 %,1146.27,2073.09,539202.00,55.29 %,3038.00,1.22 %,121.25,856.55,138045.00,14.16 %,226.00,1126030029.67,11.59 %,1154.70,16354.35,68852.00,7.06 %,101.00,2552.00,245549767.45,2.53 %,251.80,20525.77,11963.00,1.23 %,14.00,106150025.85,1.09 %,108.85,51755.25,2051.00,0.21 %,360472319.36,3.71 %,369.65,4014.79,89786.00,9.21 %,135.00,277320816.36,2.85 %,284.38,10203.12,27180.00,2.79 %,29.00,1724.00,1301221248.52,13.39 %,1334.35,1428.55,910865.00,93.41 %,17774.00,753843972.05,7.76 %,773.03,1080.84,697457.00,71.52 %,7384.00,363995170.52,3.75 %,373.26,429.77,846957.00,86.85 %,12983.00,283143990.42,2.91 %,290.35,395.39,716109.00,73.43 %,4577.00,169182005.15,1.74 %,173.49,658.60,256880.00,26.34 %,1437.00,164291228.47,1.69 %,168.47,22141.67,7420.00,0.76 %,913.00,4086473.46,0.04 %,4.19,430.93,9483.00,0.97 %,36.00,101955663.03,1.05 %,104.55,1058.64,96308.00,9.88 %,334.00,486561696.57,5.01 %,498.95,809.77,600867.00,61.62 %,136523861.00
2018,,NM (New Mexico),35,320935.00,194681.00,126254.00,39.34 %,75.00,53.90 %,46.10 %,64.77 %,1.38 %,24.99 %,8.86 %,16.29 %,1534191444.65,7880.54,25.89 %,2040.38,15275.45,13.36 %,193.00,935.00,5258.00,14.81 %,105589.00,542.00,27.74 %,19.62 %,1546.45,2294.44,131214.00,67.40 %,4914.00,1.14 %,89.46,1004.29,17342.00,8.91 %,136.00,94182046.52,6.14 %,483.78,15324.12,6146.00,3.16 %,41.00,996.00,46626042.85,3.04 %,239.50,21222.60,2197.00,1.13 %,12.00,13729782.29,0.89 %,70.52,42375.87,324.00,0.17 %,78919821.97,5.14 %,405.38,5643.58,13984.00,7.18 %,137.00,76221392.73,4.97 %,391.52,13360.45,5705.00,2.93 %,30.00,2357.00,138403720.75,9.02 %,710.93,824.87,167789.00,86.19 %,10232.00,104608679.01,6.82 %,537.33,914.28,114415.00,58.77 %,4196.00,36005460.37,2.35 %,184.95,261.57,137650.00,70.71 %,5881.00,33773579.77,2.20 %,173.48,269.43,125351.00,64.39 %,3148.00,29717948.21,1.94 %,152.65,606.56,48994.00,25.17 %,1629.00,28262378.61,1.84 %,145.17,23109.06,1223.00,0.63 %,850.00,15804057.57,1.03 %,81.18,584.49,27039.00,13.89 %,563.00,25199943.71,1.64 %,129.44,1360.92,18517.00,9.51 %,211.00,81350609.24,5.30 %,417.87,889.05,91503.00,47.00 %,15682489.35
2017,,NM (New Mexico),35,309749.00,190584.00,119165.00,38.47 %,75.00,53.97 %,46.03 %,64.60 %,1.37 %,25.23 %,8.79 %,17.21 %,1467582574.48,7700.45,26.71 %,2056.53,15040.57,13.67 %,199.00,967.00,5438.00,15.24 %,104283.00,547.00,27.80 %,18.30 %,1409.28,2102.04,127773.00,67.04 %,4812.00,1.12 %,86.42,963.64,17091.00,8.97 %,137.00,100852533.66,6.87 %,529.18,15648.18,6445.00,3.38 %,44.00,1082.00,46093553.46,3.14 %,241.85,21105.11,2184.00,1.15 %,12.00,13568829.15,0.92 %,71.20,44929.90,302.00,0.16 %,78438888.91,5.34 %,411.57,5592.39,14026.00,7.36 %,140.00,74273629.22,5.06 %,389.72,13332.19,5571.00,2.92 %,30.00,2367.00,133695872.21,9.11 %,701.51,813.98,164250.00,86.18 %,10240.00,99371428.45,6.77 %,521.40,889.52,111712.00,58.62 %,4085.00,34112595.88,2.32 %,178.99,251.82,135465.00,71.08 %,5986.00,32304852.12,2.20 %,169.50,264.56,122106.00,64.07 %,3144.00,26801675.01,1.83 %,140.63,555.86,48217.00,25.30 %,1665.00,25687645.38,1.75 %,134.78,21880.45,1174.00,0.62 %,821.00,14271686.08,0.97 %,74.88,572.15,24944.00,13.09 %,548.00,24545503.47,1.67 %,128.79,1319.23,18606.00,9.76 %,219.00,70615577.23,4.81 %,370.52,794.99,88826.00,46.61 %,15950318.67
2016,,NM (New Mexico),35,298256.00,187307.00,110949.00,37.20 %,75.00,54.07 %,45.93 %,64.39 %,1.36 %,25.70 %,8.55 %,17.24 %,1412667340.41,7541.99,27.23 %,2054.02,14665.42,14.01 %,203.00,1004.00,5236.00,14.80 %,101119.00,540.00,27.74 %,17.45 %,1316.07,1969.66,125152.00,66.82 %,4703.00,1.11 %,83.52,921.43,16977.00,9.06 %,137.00,96438679.35,6.83 %,514.87,15295.59,6305.00,3.37 %,44.00,1107.00,45288525.28,3.21 %,241.79,21362.51,2120.00,1.13 %,12.00,15234105.07,1.08 %,81.33,44544.17,342.00,0.18 %,78345945.97,5.55 %,418.28,5609.76,13966.00,7.46 %,147.00,68839334.43,4.87 %,367.52,12689.28,5425.00,2.90 %,30.00,2256.00,130736129.66,9.25 %,697.98,806.38,162128.00,86.56 %,10189.00,95232020.75,6.74 %,508.43,876.12,108696.00,58.03 %,3890.00,31345259.18,2.22 %,167.35,235.79,132936.00,70.97 %,5926.00,32065815.60,2.27 %,171.19,267.78,119746.00,63.93 %,3276.00,32297201.93,2.29 %,172.43,674.60,47876.00,25.56 %,1718.00,25522136.56,1.81 %,136.26,22077.97,1156.00,0.62 %,832.00,13020161.35,0.92 %,69.51,535.26,24325.00,12.99 %,528.00,24000288.11,1.70 %,128.13,1328.97,18059.00,9.64 %,214.00,62973697.41,4.46 %,336.21,741.22,84960.00,45.36 %,14443454.38
2015,,NM (New Mexico),35,286985.00,180939.00,106046.00,36.95 %,75.00,54.15 %,45.85 %,64.52 %,1.37 %,25.66 %,8.44 %,17.03 %,1341704204.35,7415.23,26.92 %,1996.12,13984.46,14.27 %,208.00,1042.00,5191.00,14.92 %,96067.00,531.00,27.56 %,16.57 %,1228.52,1848.62,120244.00,66.46 %,4528.00,1.03 %,76.40,868.07,15925.00,8.80 %,132.00,97921185.94,7.30 %,541.18,15200.43,6442.00,3.56 %,46.00,1206.00,41938300.93,3.13 %,231.78,20771.82,2019.00,1.12 %,12.00,18206317.72,1.36 %,100.62,49073.63,371.00,0.21 %,77147132.14,5.75 %,426.37,5664.25,13620.00,7.53 %,150.00,64573644.31,4.81 %,356.88,12644.14,5107.00,2.82 %,30.00,2199.00,129578722.40,9.66 %,716.15,826.52,156777.00,86.65 %,10192.00,86522234.16,6.45 %,478.18,852.99,101433.00,56.06 %,3588.00,30469929.79,2.27 %,168.40,238.73,127634.00,70.54 %,5968.00,30381718.58,2.26 %,167.91,261.83,116037.00,64.13 %,3287.00,37537539.24,2.80 %,207.46,811.27,46270.00,25.57 %,1698.00,26463871.19,1.97 %,146.26,22813.68,1160.00,0.64 %,859.00,11087212.25,0.83 %,61.28,495.03,22397.00,12.38 %,501.00,25566420.42,1.91 %,141.30,1456.64,17552.00,9.70 %,210.00,54086177.58,4.03 %,298.92,661.56,81756.00,45.18 %,12936356.74
