Measure_Name,State,Rank,Value,Score,Lower_CI,Upper_CI,Source,Source_Year
Flu Vaccination - Ages 65+ - Less Than High School,Virginia,22,53.1,0.03,60.2,46,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Washington,44,43.7,-1.26,53.2,34.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,West Virginia,9,59.3,0.88,67,51.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Wisconsin,49,42.3,-1.45,57.2,27.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Wyoming,30,51.1,-0.25,63.1,39,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,District of Columbia,,51.6,,62,41.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,United States,,52.9,,55.2,50.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Alabama,18,57.3,0.39,61.4,53.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Alaska,45,47.4,-1.44,53.9,40.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Arizona,36,52.5,-0.5,56.5,48.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Arkansas,45,47.4,-1.44,51.6,43.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,California,18,57.3,0.39,61.5,53,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Colorado,13,58.2,0.55,61.4,55,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Connecticut,22,56.2,0.18,59.5,52.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Delaware,25,55.3,0.02,59.7,50.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Florida,22,56.2,0.18,60.2,52.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Georgia,33,53,-0.41,56.7,49.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Hawaii,39,51,-0.78,55,47,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Idaho,29,53.9,-0.24,59,48.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Illinois,24,56,0.15,60.7,51.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Indiana,47,46.7,-1.57,50.3,43,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Iowa,10,60.1,0.9,63.2,57.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Kansas,25,55.3,0.02,58.1,52.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Kentucky,8,60.7,1.01,65.7,55.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Louisiana,50,45.3,-1.83,50.6,39.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Maine,40,49,-1.14,52,46.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Maryland,17,57.7,0.46,60.5,54.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Massachusetts,28,54.3,-0.17,58.6,49.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Michigan,37,52,-0.59,55.5,48.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Minnesota,11,59.4,0.78,61.9,56.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Mississippi,5,61.1,1.09,65.8,56.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Missouri,9,60.2,0.92,64.3,56.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Montana,27,54.9,-0.06,59.5,50.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Nebraska,13,58.2,0.55,61,55.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Nevada,6,60.8,1.03,67.6,53.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,New Hampshire,34,52.8,-0.44,56.5,49.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,New Jersey,1,66.9,2,74.4,59.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,New Mexico,31,53.1,-0.39,57.7,48.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,New York,49,46,-1.7,49.1,42.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,North Carolina,2,66.2,2,71,61.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,North Dakota,21,56.3,0.2,60.2,52.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Ohio,20,57.1,0.35,60.3,54,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Oklahoma,4,62.3,1.31,66.4,58.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Oregon,42,48.7,-1.2,53.6,43.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Pennsylvania,6,60.8,1.03,65.4,56.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Rhode Island,43,48.5,-1.24,52.8,44.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,South Carolina,12,59.1,0.72,62,56.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,South Dakota,38,51.8,-0.63,57.2,46.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Tennessee,41,48.9,-1.16,54.1,43.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Texas,48,46.3,-1.64,53.1,39.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Utah,30,53.2,-0.37,56.7,49.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Vermont,31,53.1,-0.39,57.2,49.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Virginia,16,57.8,0.48,61.3,54.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Washington,15,58,0.52,60.7,55.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,West Virginia,3,65.9,1.97,69.9,61.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Wisconsin,44,47.9,-1.35,53.1,42.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,Wyoming,34,52.8,-0.44,56.9,48.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,District of Columbia,,64.5,,69,60,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Male,United States,,55.2,,56.1,54.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Alabama,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Alaska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Arizona,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,California,,47.9,,65.5,30.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Colorado,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Connecticut,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Delaware,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Florida,,36.1,,56.7,15.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Georgia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Hawaii,,51.9,,59.8,43.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Idaho,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Illinois,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Indiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Iowa,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Kansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Kentucky,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Louisiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Maine,,60.3,,75.6,45,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Maryland,,51.4,,67.2,35.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Massachusetts,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Michigan,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Minnesota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Missouri,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Montana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Nebraska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Nevada,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,New Hampshire,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,New Mexico,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,New York,,43.3,,64.3,22.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,North Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,North Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Ohio,,44.3,,62.8,25.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Oklahoma,,67.7,,81.7,53.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Oregon,,32.8,,47,18.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Pennsylvania,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Rhode Island,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,South Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Texas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Utah,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Washington,,61.2,,76.5,45.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,West Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Wisconsin,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Multiracial,United States,,51.1,,56.2,46.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Alabama,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Alaska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Arizona,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Colorado,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Connecticut,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Delaware,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Florida,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Georgia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Hawaii,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Idaho,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Illinois,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Indiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Iowa,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Kansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Kentucky,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Louisiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Maine,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Maryland,,38.2,,54.4,21.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Massachusetts,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Michigan,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Minnesota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Missouri,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Montana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Nebraska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Nevada,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,New Hampshire,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,New Mexico,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,New York,,36.4,,53.1,19.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,North Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,North Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Oklahoma,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Oregon,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Pennsylvania,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Rhode Island,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,South Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Texas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Utah,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Washington,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,West Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Wisconsin,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Other Race,United States,,48.9,,55.5,42.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Some College,Alabama,15,57.3,0.77,61.9,52.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Some College,Alaska,43,46.7,-0.96,54.9,38.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Some College,Arizona,41,46.9,-0.93,51.6,42.3,"CDC, Behavioral Risk Factor Surveillance System",2018
