Year,National,State,State-FIPS-Code,Beneficiaries-with-Part-A-and-Part-B,FFS-Beneficiaries,MA-Beneficiaries,MA-Participation-Rate,Average-Age,Percent-Female,Percent-Male,Percent-Non-Hispanic-White,Percent-African-American,Percent-Hispanic,Percent-Other-Unknown,Percent-Eligible-for-Medicaid,Total-Standardized-Costs,Standardized-Per-Capita-Costs,IP-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,IP-Per-Capita-Standardized-Costs,IP-Per-User-Standardized-Costs,Percent-of-Beneficiaries-Using-IP,IP-Covered-Stays-Per-1000-Beneficiaries,IP-Covered-Days-Per-1000-Beneficiaries,Number-of-Acute-Hospital- Readmissions,Hospital-Readmission-Rate,Emergency-Department-Visits,Emergency-Department-Visits-per-1000-Beneficiaries,Perecnt-of-Beneficiaries-with-an-ED-Visit,OP-Standardized-Costs-as-of-Total-Standardized-Costs,OP-Per-Capita-Standardized-Costs,OP-Per-User-Standardized-Costs,Number-OP-Users,Percent-of-Beneficiaries-Using-OP,OP-Visits-Per-1000-Beneficiaries,ASC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,ASC-Per-Capita-Standardized-Costs,ASC-Per-User-Standardized-Costs,Number-ASC-Users,Percent-of-Beneficiaries-Using-ASC,ASC-Events-Per-1000-Beneficiaries,PAC-SNF-Standardized-Costs,PAC-SNF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-SNF-Per-Capita-Standardized-Costs,PAC-SNF-Per-User-Standardized-Costs,Number-PAC-SNF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-SNF,PAC-SNF-Covered-Stays-Per-1000-Beneficiaries,PAC-SNF-Covered-Days-Per-1000-Beneficiaries,PAC-IRF-Standardized-Costs,PAC-IRF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-IRF-Per-Capita-Standardized-Costs,PAC-IRF-Per-User-Standardized-Costs,Number-PAC-IRF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-IRF,PAC-IRF-Covered-Stays-Per-1000-Beneficiaries,PAC-LTCH-Standardized-Costs,PAC-LTCH-Standardized-Costs-as-Perent-of-Total-Standardized-Costs,PAC-LTCH-Per-Capita-Standardized-Costs,PAC-LTCH-Per-User-Standardized-Costs,Number-PAC-LTCH-Users-with-covered-stay,Percent-of-Beneficiaries-Using-PAC-LTCH,PAC-HH-Standardized-Costs,PAC-HH-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-HH-Per-Capita-Standardized-Costs,PAC-HH-Per-User-Standardized-Costs,Number-PAC-HH-Users,Percent-of-Beneficiaries-Using-PAC-HH,PAC-HH-Episodes-Per-1000-Beneficiaries,Hospice-Standardized-Costs,Hospice-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Hospice-Per-Capita-Standardized-Costs,Hospice-Per-User-Standardized-Costs,Number-Hospice-Users-with-covered-stay,Percent-of-Beneficiaries-Using-Hospice,Hospice-Covered-Stays-Per-1000-Beneficiaries,Hospice-Covered-Days-Per-1000-Beneficiaries,EM-Standardized-Costs,EM-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,EM-Per-Capita-Standardized-Costs,EM-Per-User-Standardized-Costs,Number-EM-Users,Percent-of-Beneficiaries-Using-EM,EM-Events-Per-1000-Beneficiaries,Procedures-Standardized-Costs,Procedures-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Procedures-Per-Capita-Standardized-Costs,Procedure- Per-User-Standardized-Costs,Number-Procedure-Users,Percent-of-Beneficiaries-Using-Procedures,Procedure-Events-Per-1000-Beneficiaries,Tests-Standardized-Costs,Tests-Standardized-Costs as-Percent-of-Total-Standardized-Costs,Tests-Per-Capita-Standardized-Costs,Tests-Per-User-Standardized-Costs,Number-Test-Users,Number-of-Beneficiaries-Using-Tests,Test-Events-Per-1000-Beneficiaries,Imaging-Standardized-Costs,Imaging-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Imaging-Per-Capita-Standardized-Costs,Imaging-Per-User-Standardized-Costs,Number-Imaging-Users,Percent-of-Beneficiaries-Using-Imaging,Imaging-Events-Per-1000-Beneficiaries,DME-Standardized-Costs,DME-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,DME-Per-Capita-Standardized-Costs,DME-Per-User-Standardized-Costs,Number-DME-Users,Percent-of-Beneficiaries-Using-DME,DME-Events-Per-1000-Beneficiaries,Outpatient-Dialysis-Facility-Standardized-Costs,Outpatient-Dialysis-Facility-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Outpatient-Dialysis-Facility-Per-Capita-Standardized-Costs,Outpatient-Dialysis-Facility-Per-User-Standardized-Costs,Number-Outpatient-Dialysis-Facility-Users,Percent-of-Beneficiaries-Using-Outpatient-Dialysis-Facility,Outpatient-Dialysis-Facility-Events-Per-1000-Beneficiaries,FQHC-RHC-Standardized-Costs,FQHC-RHC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,FQHC-RHC-Per-Capita-Standardized-Costs,FQHC-RHC-Per-User-Standardized-Costs,Number-FQHC-RHC-Users,Percent-of-Beneficiaries-Using-FQHC-RHC,FQHC-RHC-Visits-Per-1000-Beneficiaries,Ambulance-Standardized-Costs,Ambulance-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Ambulance-Per-Capita-Standardized-Costs,Ambulance-Per-User-Standardized-Costs,Number-Ambulance-Users,Percent-of-Beneficiaries-Using-Ambulance,Ambulance-Events-Per-1000-Beneficiaries,Part-B-Drugs-Standardized-Costs,Part-B-Drugs-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Part-B-Drugs-Per-Capita-Standardized-Costs,Part-B-Drugs-Per-User-Standardized-Costs,Number-Part-B-Drugs-Users,Percent-of-Beneficiaries-Using-Part-B-Drugs,Other-Services-Standardized-Costs
2016,,NJ (New Jersey),34,1216736,978524,238212,19.58,76,58.3,41.7,78.76,8.34,6.51,6.39,10.66,9820261693,10035.79,26.84,2693.28,15539.81,17.33,275,1567,44128,17.79,538639,550,28.92,11.92,1196.08,2136.36,547843,55.99,3164,1.29,129.78,890.3,142644,14.58,235,1063738580,10.83,1087.08,15962.46,66640,6.81,97,2349,244881437.9,2.49,250.26,21667.09,11302,1.16,13,103646208.1,1.06,105.92,53343.39,1943,0.2,361185214.4,3.68,369.11,4025.51,89724,9.17,135,281328588.9,2.86,287.5,10400.7,27049,2.76,29,1719,1301961044,13.26,1330.54,1423.37,914703,93.48,17886,780568105.6,7.95,797.7,1090.99,715466,73.12,7787,370309101.1,3.77,378.44,435.32,850654,86.93,12739,289373915,2.95,295.72,402.97,718110,73.39,4511,145294221.7,1.48,148.48,564.65,257319,26.3,1435,165021122.9,1.68,168.64,21833.97,7558,0.77,947,4458053.11,0.05,4.56,453.42,9832,1,37,102606219.3,1.04,104.86,1095.71,93644,9.57,329,527313621.6,5.37,538.89,875.23,602488,61.57,145747058.7
2015,,NJ (New Jersey),34,1191791,975175,216616,18.18,76,58.47,41.53,78.99,8.47,6.57,5.97,11.06,9715584868,9962.91,26.75,2665.36,15046.87,17.71,281,1642,44663,17.73,535048,549,29.25,11.51,1146.27,2073.09,539202,55.29,3038,1.22,121.25,856.55,138045,14.16,226,1126030030,11.59,1154.7,16354.35,68852,7.06,101,2552,245549767.5,2.53,251.8,20525.77,11963,1.23,14,106150025.9,1.09,108.85,51755.25,2051,0.21,360472319.4,3.71,369.65,4014.79,89786,9.21,135,277320816.4,2.85,284.38,10203.12,27180,2.79,29,1724,1301221249,13.39,1334.35,1428.55,910865,93.41,17774,753843972.1,7.76,773.03,1080.84,697457,71.52,7384,363995170.5,3.75,373.26,429.77,846957,86.85,12983,283143990.4,2.91,290.35,395.39,716109,73.43,4577,169182005.2,1.74,173.49,658.6,256880,26.34,1437,164291228.5,1.69,168.47,22141.67,7420,0.76,913,4086473.46,0.04,4.19,430.93,9483,0.97,36,101955663,1.05,104.55,1058.64,96308,9.88,334,486561696.6,5.01,498.95,809.77,600867,61.62,136523861
2018,,NM (New Mexico),35,320935,194681,126254,39.34,75,53.9,46.1,64.77,1.38,24.99,8.86,16.29,1534191445,7880.54,25.89,2040.38,15275.45,13.36,193,935,5258,14.81,105589,542,27.74,19.62,1546.45,2294.44,131214,67.4,4914,1.14,89.46,1004.29,17342,8.91,136,94182046.52,6.14,483.78,15324.12,6146,3.16,41,996,46626042.85,3.04,239.5,21222.6,2197,1.13,12,13729782.29,0.89,70.52,42375.87,324,0.17,78919821.97,5.14,405.38,5643.58,13984,7.18,137,76221392.73,4.97,391.52,13360.45,5705,2.93,30,2357,138403720.8,9.02,710.93,824.87,167789,86.19,10232,104608679,6.82,537.33,914.28,114415,58.77,4196,36005460.37,2.35,184.95,261.57,137650,70.71,5881,33773579.77,2.2,173.48,269.43,125351,64.39,3148,29717948.21,1.94,152.65,606.56,48994,25.17,1629,28262378.61,1.84,145.17,23109.06,1223,0.63,850,15804057.57,1.03,81.18,584.49,27039,13.89,563,25199943.71,1.64,129.44,1360.92,18517,9.51,211,81350609.24,5.3,417.87,889.05,91503,47,15682489.35
2017,,NM (New Mexico),35,309749,190584,119165,38.47,75,53.97,46.03,64.6,1.37,25.23,8.79,17.21,1467582574,7700.45,26.71,2056.53,15040.57,13.67,199,967,5438,15.24,104283,547,27.8,18.3,1409.28,2102.04,127773,67.04,4812,1.12,86.42,963.64,17091,8.97,137,100852533.7,6.87,529.18,15648.18,6445,3.38,44,1082,46093553.46,3.14,241.85,21105.11,2184,1.15,12,13568829.15,0.92,71.2,44929.9,302,0.16,78438888.91,5.34,411.57,5592.39,14026,7.36,140,74273629.22,5.06,389.72,13332.19,5571,2.92,30,2367,133695872.2,9.11,701.51,813.98,164250,86.18,10240,99371428.45,6.77,521.4,889.52,111712,58.62,4085,34112595.88,2.32,178.99,251.82,135465,71.08,5986,32304852.12,2.2,169.5,264.56,122106,64.07,3144,26801675.01,1.83,140.63,555.86,48217,25.3,1665,25687645.38,1.75,134.78,21880.45,1174,0.62,821,14271686.08,0.97,74.88,572.15,24944,13.09,548,24545503.47,1.67,128.79,1319.23,18606,9.76,219,70615577.23,4.81,370.52,794.99,88826,46.61,15950318.67
2016,,NM (New Mexico),35,298256,187307,110949,37.2,75,54.07,45.93,64.39,1.36,25.7,8.55,17.24,1412667340,7541.99,27.23,2054.02,14665.42,14.01,203,1004,5236,14.8,101119,540,27.74,17.45,1316.07,1969.66,125152,66.82,4703,1.11,83.52,921.43,16977,9.06,137,96438679.35,6.83,514.87,15295.59,6305,3.37,44,1107,45288525.28,3.21,241.79,21362.51,2120,1.13,12,15234105.07,1.08,81.33,44544.17,342,0.18,78345945.97,5.55,418.28,5609.76,13966,7.46,147,68839334.43,4.87,367.52,12689.28,5425,2.9,30,2256,130736129.7,9.25,697.98,806.38,162128,86.56,10189,95232020.75,6.74,508.43,876.12,108696,58.03,3890,31345259.18,2.22,167.35,235.79,132936,70.97,5926,32065815.6,2.27,171.19,267.78,119746,63.93,3276,32297201.93,2.29,172.43,674.6,47876,25.56,1718,25522136.56,1.81,136.26,22077.97,1156,0.62,832,13020161.35,0.92,69.51,535.26,24325,12.99,528,24000288.11,1.7,128.13,1328.97,18059,9.64,214,62973697.41,4.46,336.21,741.22,84960,45.36,14443454.38
2015,,NM (New Mexico),35,286985,180939,106046,36.95,75,54.15,45.85,64.52,1.37,25.66,8.44,17.03,1341704204,7415.23,26.92,1996.12,13984.46,14.27,208,1042,5191,14.92,96067,531,27.56,16.57,1228.52,1848.62,120244,66.46,4528,1.03,76.4,868.07,15925,8.8,132,97921185.94,7.3,541.18,15200.43,6442,3.56,46,1206,41938300.93,3.13,231.78,20771.82,2019,1.12,12,18206317.72,1.36,100.62,49073.63,371,0.21,77147132.14,5.75,426.37,5664.25,13620,7.53,150,64573644.31,4.81,356.88,12644.14,5107,2.82,30,2199,129578722.4,9.66,716.15,826.52,156777,86.65,10192,86522234.16,6.45,478.18,852.99,101433,56.06,3588,30469929.79,2.27,168.4,238.73,127634,70.54,5968,30381718.58,2.26,167.91,261.83,116037,64.13,3287,37537539.24,2.8,207.46,811.27,46270,25.57,1698,26463871.19,1.97,146.26,22813.68,1160,0.64,859,11087212.25,0.83,61.28,495.03,22397,12.38,501,25566420.42,1.91,141.3,1456.64,17552,9.7,210,54086177.58,4.03,298.92,661.56,81756,45.18,12936356.74
2018,,NY (New York),36,2814487,1478711,1335776,47.46,76,57.49,42.51,77.76,8.32,6.01,7.9,18.68,15312952461,10355.61,28.45,2945.99,16826.33,17.51,279,1670,69119,18.14,819224,554,28.51,14.59,1511.01,2590.42,862543,58.33,3838,0.65,66.93,928.15,106639,7.21,114,1605850759,10.49,1085.98,18481.85,86888,5.88,80,2267,207001019.1,1.35,139.99,22272.54,9294,0.63,7,49638084.07,0.32,33.57,26701.5,1859,0.13,602702701.5,3.94,407.59,4269.04,141180,9.55,146,264393304.1,1.73,178.8,9509.87,27802,1.88,20,988,1877358311,12.26,1269.59,1383.99,1356485,91.73,17427,1210462354,7.9,818.59,1143.24,1058797,71.6,7879,606947540.2,3.96,410.46,487.57,1244852,84.19,12864,518120390.1,3.38,350.39,472.07,1097550,74.22,4663,222707453.7,1.45,150.61,608.4,366053,24.75,1367,296310192.9,1.94,200.38,23853.66,12422,0.84,1027,27055768.53,0.18,18.3,588,46013,3.11,143,175440594.1,1.15,118.64,1045.44,167815,11.35,364,744234235.5,4.86,503.3,852.93,872564,59.01,215132908.5
2017,,NY (New York),36,2742258,1483316,1258942,45.91,76,57.64,42.36,78.13,8.34,6.01,7.52,19.02,14742983602,9939.21,28.77,2859.39,16225.29,17.62,281,1696,69783,18.21,820088,553,28.44,13.45,1336.72,2298.5,862641,58.16,3796,0.65,64.3,906.97,105158,7.09,116,1565002355,10.62,1055.07,17836.21,87743,5.92,81,2255,208043441.3,1.41,140.26,21894.7,9502,0.64,7,44472822.47,0.3,29.98,26678.36,1667,0.11,618295744.5,4.19,416.83,4246.8,145591,9.82,151,268871029.2,1.82,181.26,9514.19,28260,1.91,20,1002,1848828859,12.54,1246.42,1358.35,1361086,91.76,17269,1193768281,8.1,804.8,1131.54,1054997,71.12,7750,605960173.5,4.11,408.52,486.12,1246512,84.04,13006,511479927.9,3.47,344.82,466.58,1096231,73.9,4593,194272227.7,1.32,130.97,538.3,360896,24.33,1310,268652103,1.82,181.12,22211.83,12095,0.82,996,26106392.66,0.18,17.6,579.33,45063,3.04,140,177316992.6,1.2,119.54,1049.73,168916,11.39,374,696794067.4,4.73,469.75,818.91,850878,57.36,195589015.4
2016,,NY (New York),36,2676058,1497712,1178346,44.03,76,57.82,42.18,78.28,8.47,6.01,7.23,19.18,14417472616,9626.33,29.08,2799.22,16013.77,17.48,278,1721,70079,18.35,817114,546,28.28,12.7,1222.08,2118.29,864058,57.69,3724,0.61,59.04,866.39,102056,6.81,107,1539586373,10.68,1027.96,17215.35,89431,5.97,82,2261,210283430.9,1.46,140.4,21043.07,9993,0.67,7,46505874.6,0.32,31.05,25923.01,1794,0.12,621893967.4,4.31,415.23,4200.51,148052,9.89,152,271748695.8,1.88,181.44,9415.45,28862,1.93,20,1009,1823533959,12.65,1217.55,1327.47,1373690,91.72,17118,1180930126,8.19,788.49,1119.8,1054589,70.41,7557,589979731.5,4.09,393.92,470.62,1253614,83.7,12962,491824740.9,3.41,328.38,447.32,1099500,73.41,4667,209446325.8,1.45,139.84,558.52,375004,25.04,1389,259647479.4,1.8,173.36,21970.51,11818,0.79,961,23091156.88,0.16,15.42,553.45,41722,2.79,124,180602517.3,1.25,120.59,1065.57,169489,11.32,380,670062747.7,4.65,447.39,790.27,847890,56.61,187168494.3
2015,,NY (New York),36,2621519,1472689,1148830,43.82,76,58.05,41.95,78.59,8.47,6.05,6.88,19.96,13997704653,9504.86,28.97,2753.66,15564.51,17.69,281,1785,68681,18.19,796629,541,28.29,12.22,1161.39,2031.14,842072,57.18,3596,0.58,54.77,846.34,95312,6.47,98,1532636421,10.95,1040.71,17009.83,90103,6.12,83,2346,217348858.1,1.55,147.59,20292.12,10711,0.73,8,48965790.77,0.35,33.25,25084.93,1952,0.13,619750315.9,4.43,420.83,4252.09,145752,9.9,152,257662158.9,1.84,174.96,9098.56,28319,1.92,20,993,1800846389,12.87,1222.83,1334.62,1349333,91.62,17048,1131778880,8.09,768.51,1117.51,1012769,68.77,7189,562101351,4.02,381.68,458.03,1227225,83.33,13039,480569549.7,3.43,326.32,443.81,1082838,73.53,4667,243007363.2,1.74,165.01,646.81,375698,25.51,1440,259531345.1,1.85,176.23,22656.6,11455,0.78,951,20981770,0.15,14.25,560.56,37430,2.54,115,182895012.4,1.31,124.19,1072.81,170482,11.58,400,618462956.9,4.42,419.95,739.58,836231,56.78,174847405.2
2018,,NC (North Carolina),37,1567458,963079,604379,38.56,75,55.82,44.18,80.61,14.37,1.45,3.57,12.15,8903279042,9244.6,26.52,2452.12,15230.04,16.1,243,1229,35845,16.25,587272,610,30.53,18.48,1708.56,2663.31,617833,64.15,3919,0.87,80.29,835.81,92516,9.61,136,680965101.5,7.65,707.07,15068.6,45191,4.69,63,1534,122872431.1,1.38,127.58,21965.04,5594,0.58,6,52975797.9,0.6,55.01,46267.07,1145,0.12,438697062.7,4.93,455.52,5052.66,86825,9.02,148,387371723.3,4.35,402.22,12649.29,30624,3.18,33,2291,904168478.2,10.16,938.83,1014.39,891342,92.55,13102,613408491.9,6.89,636.92,920.07,666697,69.23,5084,280820539.4,3.15,291.59,343.3,817996,84.94,9793,193395098.9,2.17,200.81,277.25,697548,72.43,3990,190435692.8,2.14,197.74,680.18,279980,29.07,1768,169920927.4,1.91,176.44,25084.28,6774,0.7,935,34333070.8,0.39,35.65,521.83,65794,6.83,267,126067223.1,1.42,130.9,1034.36,121879,12.66,378,445316745.2,5,462.39,723.26,615704,63.93,178136658
2017,,NC (North Carolina),37,1516723,971718,545005,35.93,75,56.31,43.69,80.27,14.99,1.39,3.35,13.5,8737295268,8991.6,27.11,2437.85,14776.58,16.5,249,1249,36747,16.17,607077,625,30.96,17.39,1563.25,2430.64,624957,64.31,3946,0.86,77.22,804.91,93221,9.59,138,718562505.1,8.22,739.48,15149.96,47430,4.88,65,1634,124272180.6,1.42,127.89,21635.13,5744,0.59,6,62211016.36,0.71,64.02,50129.75,1241,0.13,446439249,5.11,459.43,5013.3,89051,9.16,150,383900798.5,4.39,395.07,12218.75,31419,3.23,34,2259,904798872.2,10.36,931.13,1003.62,901535,92.78,13167,607500623.3,6.95,625.18,908.44,668729,68.82,4974,259908964.8,2.97,267.47,313.95,827868,85.2,10098,195137602.2,2.23,200.82,276.12,706705,72.73,4016,168559878.9,1.93,173.47,594.98,283305,29.16,1758,153496124.6,1.76,157.96,22817.92,6727,0.69,907,33152464.16,0.38,34.12,504.28,65742,6.77,265,131816880.8,1.51,135.65,1031.46,127796,13.15,399,421414831.6,4.82,433.68,687.03,613389,63.12,163139118.2
2016,,NC (North Carolina),37,1466990,960138,506852,34.55,75,56.57,43.43,80.57,14.98,1.32,3.13,13.83,8446765475,8797.45,27.47,2417.09,14551.89,16.61,249,1258,35964,16.06,593803,618,30.84,16.29,1433.41,2238.26,614882,64.04,3904,0.84,73.55,765.07,92300,9.61,135,733068892.7,8.68,763.5,15136.04,48432,5.04,67,1743,119493853.1,1.41,124.45,21250.91,5623,0.59,6,63851775.7,0.76,66.5,46035.89,1387,0.14,428415571.1,5.07,446.2,4889.86,87613,9.13,147,379297406.3,4.49,395.04,12193.31,31107,3.24,34,2270,885565560,10.48,922.33,993.23,891601,92.86,13021,598819100.4,7.09,623.68,915.31,654222,68.14,4792,244650065.3,2.9,254.81,299.59,816605,85.05,10202,188762855.2,2.23,196.6,271.94,694136,72.3,4154,180723070.3,2.14,188.23,633.71,285182,29.7,1821,148840952.5,1.76,155.02,23068.96,6452,0.67,895,29086828.12,0.34,30.29,471.32,61713,6.43,252,126981451.7,1.5,132.25,1017.86,124753,12.99,390,399506762.5,4.73,416.09,660.87,604516,62.96,152081445.8
2015,,NC (North Carolina),37,1419630,941357,478273,33.69,75,56.77,43.23,80.88,14.95,1.26,2.91,14.36,8259430490,8773.96,27.47,2410.58,14210.68,16.96,257,1319,36696,16.28,579885,616,30.89,15.35,1346.69,2113.91,599703,63.71,3792,0.82,71.92,755.85,89573,9.52,133,763019767,9.24,810.55,15375.71,49625,5.27,70,1894,120000500.6,1.45,127.48,20661.24,5808,0.62,7,72558480.77,0.88,77.08,47641.81,1523,0.16,409116346.1,4.95,434.6,4696.87,87104,9.25,147,363758642.3,4.4,386.42,11986.25,30348,3.22,33,2225,891113519.5,10.79,946.63,1017.98,875375,92.99,12976,574186576.4,6.95,609.96,921.54,623072,66.19,4466,240609018.2,2.91,255.6,300.31,801188,85.11,10443,185388484.4,2.24,196.94,270.63,685027,72.77,4242,209132621.6,2.53,222.16,737.66,283510,30.12,1848,147772296.7,1.79,156.98,23429.89,6307,0.67,872,26903617.1,0.33,28.58,457.52,58803,6.25,251,133214704,1.61,141.51,1090.08,122206,12.98,414,373254168.7,4.52,396.51,620.69,601357,63.88,144758511.6
2018,,ND (North Dakota),38,107820,84848,22972,21.31,76,54.65,45.35,94.86,0.26,0.45,4.43,8.74,736803746.5,8683.81,26.45,2296.94,15093.79,15.22,223,1064,2754,15.5,43260,510,27.39,31.12,2702.4,3286.37,69771,82.23,8447,0.92,80.07,1205.92,5634,6.64,116,80588268.8,10.94,949.8,19078.66,4224,4.98,65,1396,7281829.33,0.99,85.82,23874.85,305,0.36,4,2403202.66,0.33,28.32,46215.44,52,0.06,10681182.5,1.45,125.89,4114.48,2596,3.06,43,14369437.78,1.95,169.36,9246.74,1554,1.83,19,995,49230848.8,6.68,580.22,648.06,75967,89.53,9235,40766917.69,5.53,480.47,821.45,49628,58.49,3895,11464189.46,1.56,135.11,195.58,58616,69.08,5699,11754619.83,1.6,138.54,202.94,57923,68.27,3311,11914974.48,1.62,140.43,530.29,22469,26.48,1571,8807582.26,1.2,103.8,21070.77,418,0.49,580,10027960.32,1.36,118.19,562.58,17825,21.01,897,5120270.15,0.69,60.35,816.52,6271,7.39,134,33637797.78,4.57,396.45,927.38,36272,42.75,7776206.08
2017,,ND (North Dakota),38,104957,82137,22820,21.74,76,54.96,45.04,95,0.25,0.43,4.32,9.11,697315080.9,8489.66,28.11,2386.04,14649.6,16.29,238,1113,2820,15.45,43070,524,28.12,29.11,2471.62,3002.32,67618,82.32,8394,0.82,69.51,1095.63,5211,6.34,108,78773851.67,11.3,959.05,17907.22,4399,5.36,70,1532,8700905.65,1.25,105.93,25367.07,343,0.42,5,3298499.84,0.47,40.16,39740.96,83,0.1,11024921.91,1.58,134.23,4118.39,2677,3.26,45,12469758.15,1.79,151.82,8558.52,1457,1.77,18,895,47456593.4,6.81,577.77,646.23,73436,89.41,9279,38604426.78,5.54,470,813.41,47460,57.78,3727,10289742.75,1.48,125.28,182.37,56421,68.69,5611,11241425.74,1.61,136.86,199.7,56292,68.53,3358,11328739.76,1.62,137.92,521.97,21704,26.42,1568,8567229.26,1.23,104.3,20110.87,426,0.52,611,9534163.21,1.37,116.08,551.3,17294,21.06,929,5491727.89,0.79,66.86,845.74,6493,7.91,144,28383088.98,4.07,345.56,828,34279,41.73,7447191.53
2016,,ND (North Dakota),38,101888,78430,23458,23.02,76,55.46,44.54,95.25,0.22,0.4,4.14,9.5,642509510.8,8192.14,28.25,2314.34,14295.78,16.19,234,1150,2572,15.01,40556,517,27.89,27.66,2266.21,2752.99,64562,82.32,8303,0.75,61.65,1058.27,4569,5.83,94,74897574.61,11.66,954.96,17333.39,4321,5.51,71,1617,9170669.28,1.43,116.93,23635.75,388,0.49,5,4958296.31,0.77,63.22,51648.92,96,0.12,10317190.34,1.61,131.55,3946.9,2614,3.33,47,11433525.89,1.78,145.78,8911.56,1283,1.64,17,881,44614100.5,6.94,568.84,636.62,70080,89.35,9166,36820607.16,5.73,469.47,819.46,44933,57.29,3551,9354109.6,1.46,119.27,174.71,53542,68.27,5590,10227431.95,1.59,130.4,193.12,52958,67.52,3459,12695636.78,1.98,161.87,608.17,20875,26.62,1601,8753508.27,1.36,111.61,21246.38,412,0.53,656,8600914.27,1.34,109.66,520.64,16520,21.06,933,5008032.32,0.78,63.85,812.29,6165,7.86,141,24606418.9,3.83,313.74,766.6,32098,40.93,6963929.54
2015,,ND (North Dakota),38,99258,79500,19758,19.91,76,55.81,44.19,95.64,0.18,0.37,3.81,9.44,638956631.9,8037.19,28.2,2266.15,13399.71,16.91,243,1204,2541,14.21,41260,519,28.34,26.45,2125.57,2583.75,65402,82.27,8205,0.73,58.42,980.28,4738,5.96,95,74280676.56,11.63,934.35,16264.65,4567,5.74,73,1684,11083238.81,1.73,139.41,19547.16,567,0.71,7,4071797.7,0.64,51.22,47903.5,85,0.11,10519896.46,1.65,132.33,3591.63,2929,3.68,49,11354621.77,1.78,142.83,8392.18,1353,1.7,17,896,47943295.56,7.5,603.06,670.6,71493,89.93,9323,37244726.91,5.83,468.49,839.89,44345,55.78,3342,9809601.91,1.54,123.39,177.03,55412,69.7,5975,10295012.58,1.61,129.5,189.2,54414,68.45,3567,14227043.98,2.23,178.96,662.46,21476,27.01,1576,8592773.19,1.34,108.09,20906.99,411,0.52,626,8682644.51,1.36,109.22,516.46,16812,21.15,947,6469443.29,1.01,81.38,1014.5,6377,8.02,144,23460208.85,3.67,295.1,679.55,34523,43.43,7135505.76
2018,,OH (Ohio),39,1849668,997176,852492,46.09,75,55.78,44.22,88.61,6.53,0.93,3.93,9,10113510105,10142.15,27.36,2774.52,15739.63,17.63,277,1300,44757,17.21,643221,645,32.63,19.4,1967.9,2564.56,765176,76.73,6194,0.97,98.85,995.55,99010,9.93,162,969649914.5,9.59,972.4,16432.24,59009,5.92,83,2023,233507900.8,2.31,234.17,21481.87,10870,1.09,12,108296049.9,1.07,108.6,43632.57,2482,0.25,530660205.1,5.25,532.16,5442.5,97503,9.78,170,470995667.6,4.66,472.33,12549.18,37532,3.76,39,2684,947592443.1,9.37,950.28,1031.67,918500,92.11,13430,578259151.3,5.72,579.9,872.2,662988,66.49,4637,199840729.4,1.98,200.41,257.82,775129,77.73,6845,152813951.7,1.51,153.25,217.6,702274,70.43,3792,168243330.2,1.66,168.72,614.6,273746,27.45,1668,143546033.1,1.42,143.95,22471.2,6388,0.64,770,22646139.81,0.22,22.71,523.14,43289,4.34,166,151145431.2,1.49,151.57,1174.6,128678,12.9,444,416449321.2,4.12,417.63,717.44,580463,58.21,192271304.5
2017,,OH (Ohio),39,1807646,1025281,782365,43.28,75,55.78,44.22,88.57,6.87,0.97,3.59,9.53,10098888488,9849.87,28.26,2783.97,15270.31,18.23,287,1334,47159,17.14,672565,656,33.05,18.01,1774.22,2318.99,784425,76.51,6078,0.94,92.75,940.85,101077,9.86,162,1037063588,10.27,1011.49,16254.15,63803,6.22,88,2159,220803305.6,2.19,215.36,21095.19,10467,1.02,11,116266228.8,1.15,113.4,41822.38,2780,0.27,546049228.9,5.41,532.58,5386.06,101382,9.89,174,462201055.5,4.58,450.8,12105.53,38181,3.72,39,2582,959973709.5,9.51,936.3,1015.32,945488,92.22,13361,584359681.6,5.79,569.95,858.75,680474,66.37,4569,190585977.2,1.89,185.89,239.3,796441,77.68,6932,156035805.2,1.55,152.19,216.13,721965,70.42,3825,153175467.8,1.52,149.4,548.7,279161,27.23,1641,143017470.3,1.42,139.49,21419.42,6677,0.65,789,21422993.17,0.21,20.89,500.82,42776,4.17,161,158760263.4,1.57,154.85,1170.89,135589,13.22,460,391607090.6,3.88,381.95,668.6,585709,57.13,189038692.4
